NF Número;Série;Mod;Data;CFOP;;Cliente;;Total Nota;ICMS
183650;1;65;11/05/2025;5102;;CLIENTES DIVERSOS;;288,92;0
183651;1;65;11/05/2025;5102;;CLIENTES DIVERSOS;;191,9;0
183652;1;65;11/05/2025;5102;;CLIENTES DIVERSOS;;46,82;0
183653;1;65;11/05/2025;5102;;CLIENTES DIVERSOS;;66,69;0
183654;1;65;11/05/2025;5102;;CLIENTES DIVERSOS;;251,3;0
183655;1;65;11/05/2025;5102;;CLIENTES DIVERSOS;;194,98;0
183656;1;65;11/05/2025;5102;;CLIENTES DIVERSOS;;97,34;0
183657;1;65;11/05/2025;5102;;CLIENTES DIVERSOS;;116,93;0
183658;1;65;11/05/2025;5102;;CLIENTES DIVERSOS;;178,03;0
183659;1;65;11/05/2025;5102;;CLIENTES DIVERSOS;;20,14;0
183660;1;65;11/05/2025;5102;;CLIENTES DIVERSOS;;36,3;0
183661;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;14;0
183662;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;58,42;0
183663;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;61,84;0
183664;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;13,61;0
183665;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;31,79;0
183666;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;80,38;0
183667;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;85,63;0
183668;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;34,87;0
183669;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;33,85;0
183670;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;42,71;0
183671;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;83,86;0
183672;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;128,6;0
183673;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;30,34;0
183674;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;42,23;0
183675;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;15,57;0
183676;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;41,74;0
183677;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;20,37;0
183678;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;4,58;0
183679;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;59,8;0
183680;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;56,64;0
183681;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;11,35;0
183682;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;27,7;0
183683;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;33,4;0
183684;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;419,13;0
183685;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;9,49;0
183686;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;81,65;0
183687;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;55,52;0
183688;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;76,65;0
183689;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;54,31;0
183690;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;17,55;0
183691;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;60,49;0
183692;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;34,85;0
183693;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;7,9;0
183694;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;57,83;0
183695;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;40,71;0
183696;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;18,98;0
183697;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;24,58;0
183698;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;11,28;0
183699;1;65;12/05/2025;5102;;CLIENTES DIVERSOS;;102;0
183700;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;22,33;0
183701;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;29,83;0
183702;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;71,95;0
183703;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;300,98;0
183704;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;24,08;0
183705;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;29,45;0
183706;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;9,74;0
183707;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;48,62;0
183708;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;84,25;0
183709;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;32,39;0
183710;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;78,16;0
183711;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;158,44;0
183712;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;162,73;0
183713;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;118,38;0
183714;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;181,66;0
183715;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;55,03;0
183716;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;207,71;0
183717;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;22,07;0
183718;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;17,32;0
183719;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;45,98;0
183720;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;6,3;0
183721;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;87,86;0
183722;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;103,4;0
183723;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;47;0
183724;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;63,98;0
183725;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;42,03;0
183726;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;10,48;0
183727;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;67,21;0
183728;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;41,88;0
183729;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;65,27;0
183730;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;26,99;0
183731;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;195,4;0
183732;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;37,08;0
183733;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;40,24;0
183734;1;65;13/05/2025;5102;;CLIENTES DIVERSOS;;21,39;0
183735;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;143,92;0
183736;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;53,6;0
183737;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;42,33;0
183738;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;19,54;0
183739;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;36,48;0
183740;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;21,09;0
183741;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;45,93;0
183742;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;73,65;0
183743;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;57,64;0
183744;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;13,99;0
183745;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;118,17;0
183746;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;61,31;0
183747;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;13,99;0
183748;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;116,59;0
183749;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;319,6;0
183750;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;205,92;0
183751;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;14,23;0
183752;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;8,9;0
183753;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;76;0
183754;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;119,49;0
183755;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;42,4;0
183756;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;83,47;0
183757;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;63,51;0
183758;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;25,46;0
183759;1;65;14/05/2025;5102;;CLIENTES DIVERSOS;;96,09;0
183760;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;22,36;0
183761;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;4,47;0
183762;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;9,7;0
183763;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;40,47;0
183764;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;177,75;0
183765;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;116,98;0
183766;1;65;15/05/2025;5102;;PISCINA AZUL COMERCIO DE PISCINAS EIRELE;;164,81;0
183767;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;47,2;0
183768;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;137,06;0
183769;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;150,26;0
183770;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;249,37;0
183771;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;45,91;0
183772;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;274,42;0
183773;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;71,71;0
183774;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;32,85;0
183775;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;123,84;0
183776;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;86,74;0
183777;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;11,97;0
183778;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;66,97;0
183779;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;110,35;0
183780;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;122,58;0
183781;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;87,36;0
183782;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;43,92;0
183783;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;90,56;0
183784;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;45,8;0
183785;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;41,14;0
183786;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;96,23;0
183787;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;31;0
183788;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;357,78;0
183789;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;16,92;0
183790;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;46,03;0
183791;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;83,46;0
183792;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;124,83;0
183793;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;59,39;0
183794;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;240,73;0
183795;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;82,11;0
183796;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;106,99;0
183797;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;131,86;0
183798;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;417,73;0
183799;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;25,66;0
183800;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;100,74;0
183801;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;110,85;0
183802;1;65;15/05/2025;5102;;CLIENTES DIVERSOS;;75,73;0
183803;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;36,85;0
183804;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;4,5;0
183805;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;15,45;0
183806;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;44,07;0
183807;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;45,84;0
183808;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;64,74;0
183809;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;18,23;0
183810;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;12;0
183811;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;89,89;0
183812;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;17,04;0
183813;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;148,05;0
183814;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;81,67;0
183815;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;20,19;0
183816;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;17,45;0
183817;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;16,99;0
183818;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;45,29;0
183819;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;90,48;0
183820;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;218,66;0
183821;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;64,56;0
183822;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;21;0
183823;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;273,15;0
183824;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;45,5;0
183825;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;25,27;0
183826;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;7,6;0
183827;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;37,98;0
183828;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;27,98;0
183829;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;102,6;0
183830;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;22,96;0
183831;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;23,75;0
183832;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;96,99;0
183833;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;122,81;0
183834;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;35,82;0
183835;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;53,97;0
183836;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;40,78;0
183837;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;101,91;0
183838;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;19,07;0
183839;1;65;16/05/2025;5102;;CLIENTES DIVERSOS;;5,34;0
183840;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;15,29;0
183841;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;58,13;0
183842;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;17,65;0
183843;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;65,15;0
183844;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;199,71;0
183845;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;130,96;0
183846;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;84,83;0
183847;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;17,98;0
183848;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;138,25;0
183849;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;9,99;0
183850;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;78,09;0
183851;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;39,98;0
183852;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;36,19;0
183853;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;76,52;0
183854;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;148,92;0
183855;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;127,34;0
183856;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;35,78;0
183857;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;51,21;0
183858;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;178,88;0
183859;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;60,82;0
183860;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;67,75;0
183861;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;57,93;0
183862;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;21,98;0
183863;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;251,42;0
183864;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;93,91;0
183865;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;89,65;0
183866;1;65;17/05/2025;5102;;CLIENTES DIVERSOS;;78,95;0
183867;1;65;18/05/2025;5102;;CLIENTES DIVERSOS;;59,25;0
183868;1;65;18/05/2025;5102;;CLIENTES DIVERSOS;;105,61;0
183869;1;65;18/05/2025;5102;;CLIENTES DIVERSOS;;24,69;0
183870;1;65;18/05/2025;5102;;CLIENTES DIVERSOS;;159,1;0
183871;1;65;18/05/2025;5102;;CLIENTES DIVERSOS;;49,38;0
183872;1;65;18/05/2025;5102;;CLIENTES DIVERSOS;;39;0
183873;1;65;18/05/2025;5102;;CLIENTES DIVERSOS;;92,28;0
183874;1;65;18/05/2025;5102;;CLIENTES DIVERSOS;;110,23;0
183875;1;65;18/05/2025;5102;;CLIENTES DIVERSOS;;71,37;0
183876;1;65;18/05/2025;5102;;CLIENTES DIVERSOS;;25,59;0
183877;1;65;18/05/2025;5102;;CLIENTES DIVERSOS;;239,65;0
183878;1;65;18/05/2025;5102;;CLIENTES DIVERSOS;;49,19;0
183879;1;65;18/05/2025;5102;;CLIENTES DIVERSOS;;128,48;0
183880;1;65;18/05/2025;5102;;CLIENTES DIVERSOS;;37,71;0
183881;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;20,49;0
183882;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;23,79;0
183883;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;41,22;0
183884;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;34,54;0
183885;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;45,95;0
183886;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;59,79;0
183887;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;53,44;0
183888;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;39,13;0
183889;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;134,8;0
183890;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;17,69;0
183891;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;60,02;0
183892;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;54,02;0
183893;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;41,3;0
183894;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;49,84;0
183895;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;13,64;0
183896;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;38,99;0
183897;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;25,15;0
183898;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;91,27;0
183899;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;45,19;0
183900;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;32,95;0
183901;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;160,55;0
183902;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;12,98;0
183903;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;160,74;0
183904;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;28,29;0
183905;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;28,97;0
183906;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;48,88;0
183907;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;7,47;0
183908;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;18,37;0
183909;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;14,39;0
183910;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;18,8;0
183911;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;83,72;0
183912;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;81,55;0
183913;1;65;19/05/2025;5102;;CLIENTES DIVERSOS;;18,48;0
183914;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;14,76;0
183915;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;69,13;0
183916;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;8,43;0
183917;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;36,18;0
183918;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;15,04;0
183919;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;43,12;0
183920;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;19,19;0
183921;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;127,58;0
183922;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;59,32;0
183923;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;16,58;0
183924;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;97,4;0
183925;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;44,98;0
183926;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;56,87;0
183927;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;23,77;0
183928;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;146,91;0
183929;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;13,98;0
183930;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;33,51;0
183931;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;45,65;0
183932;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;16,73;0
183933;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;33,08;0
183934;1;65;20/05/2025;5102;;CLIENTES DIVERSOS;;12,74;0
183935;1;65;21/05/2025;5102;;CLIENTES DIVERSOS;;30,18;0
183936;1;65;21/05/2025;5102;;CLIENTES DIVERSOS;;18,03;0
183937;1;65;21/05/2025;5102;;CLIENTES DIVERSOS;;10,53;0
183938;1;65;21/05/2025;5102;;CLIENTES DIVERSOS;;6,77;0
183939;1;65;21/05/2025;5102;;CLIENTES DIVERSOS;;151,13;0
183940;1;65;21/05/2025;5102;;CLIENTES DIVERSOS;;136,27;0
183941;1;65;21/05/2025;5102;;CLIENTES DIVERSOS;;115,88;0
183942;1;65;21/05/2025;5102;;CLIENTES DIVERSOS;;125,52;0
183943;1;65;21/05/2025;5102;;CLIENTES DIVERSOS;;68,42;0
183944;1;65;21/05/2025;5102;;CLIENTES DIVERSOS;;39,28;0
183945;1;65;21/05/2025;5102;;CLIENTES DIVERSOS;;42,07;0
183946;1;65;21/05/2025;5102;;CLIENTES DIVERSOS;;11,41;0
183947;1;65;21/05/2025;5102;;CLIENTES DIVERSOS;;8,6;0
183948;1;65;21/05/2025;5102;;CLIENTES DIVERSOS;;22,21;0
183949;1;65;21/05/2025;5102;;CLIENTES DIVERSOS;;27,98;0
183950;1;65;21/05/2025;5102;;CLIENTES DIVERSOS;;51,09;0
183951;1;65;21/05/2025;5102;;CLIENTES DIVERSOS;;104,5;0
